ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status
1-890771-03-1,Women of the Gold Rush: The New Penelope and Other Stories,"Victor, Frances Fuller, Egli, Ida Rae",Heyday Books,167,1998,,Paperback,"Stories About Pioneer Women By A 19th Century Author. The Story, The New Penelope Is On A Woman's Trip West By Wagon Train, Other Stories Deal With Journeys By Rail, Wifehood And Widowhood. With A Biography Of The Author. The New Penelope -- How Jack Hastings Sold His Mine -- Sam Rice's Romance -- Miss Jorgensen -- An Old Fool. Frances Fuller Victor ; Edited With Introduction By Ida Rae Egli.",en,,"Height: 9 Inches, Length: 6.25 Inches, Weight: 1.4 Pounds, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/10/34/9781890771034.jpg,Success
0-425-15856-X,Steel Ashes,"Cercone, Karen Rose",Berkley,272,1997-06-01,"Fiction, Mystery & Detective",Mass Market Paperback,,en,,"Height: 6.8 Inches, Length: 4.38 Inches, Weight: 0.29982867632 Pounds, Width: 0.75 Inches",0.00,https://images.isbndb.com/covers/85/62/9780425158562.jpg,Success
0-934678-94-4,Just a Little Lie (The Fourth Alison Kaine Mystery),Kate Allen,New Victoria Publishers,224,1999-04-01,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6503636729 Pounds, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/89/40/9780934678940.jpg,Success
0-609-60411-2,The Words of a Woman,Christine Mary McGinley,Crown,160,1999-04-27,"Women, Women--Drama, PS3563.C36398 W67 1999",Hardcover,Christine Mary Mcginley.,en,1,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.54895103238 Pounds, Width: 0.75 Inches",16,https://images.isbndb.com/covers/41/13/9780609604113.jpg,Success
0-679-76492-5,Quite a Year for Plums: A Novel,"White, Bailey",Vintage,220,1999-04-06,,Paperback,"Anyone who has read the best-selling <i>Mama Makes Up Her Mind</i> or listened to Bailey White's commentaries on NPR knows that she is a storyteller of inimitable wit and charm. Now, in her stunningly accomplished first novel, she introduces us to the peculiar yet lovable people who inhabit a small town in south Georgia. Meet serious, studious Roger, the peanut pathologist and unlikely love object of half the town's women. Meet Roger's ex-mother-in-law, Louise, who teams up with an ardent typographer in an attempt to attract outer-space invaders with specific combinations of letters and numbers. And meet Della, the bird artist who captivates Roger with the sensible but enigmatic notes she leaves on things she throws away at the Dumpster (""This fan works, but makes a clicking sound and will not oscillate"").<br>
&nbsp;&nbsp;<br>
Heartbreakingly tender, often hilarious, Quite a Year for Plums is a delectable treat from a writer who has been called a national treasure.",en,First Thus,"Height: 8 Inches, Length: 5.28 Inches, Weight: 0.4739938633 Pounds, Width: 0.5 Inches",9.99,https://images.isbndb.com/covers/49/22/9780679764922.jpg,Success
0-7619-5361-2,Understanding Gender and Organizations,"Alvesson, Mats, Due Billing, Yvonne",SAGE Publications Ltd,256,1998-01-23,"Businessmen, Businesswomen, Corporate culture, Organizational behavior, Sexual division of labor, Management, Organisatiecultuur, Leiderschap, Sekseverschillen, Sex role in the work environment, Social psychology",Paperback,"Gender Underpins Contemporary Organizational Structure And Practice, But Is Often Relegated To The Margins Of Mainstream Organization Theory. This Volume Provides A Comprehensive, Gendered Perspective On Organizational Life. Matsalvesson And Yvonne Due Billing Demonstrate That A Gendered Perspective Provides Important Insights Into The Actions Of Men And Women In Organizations And, As A Result, The Characteristics Of Organizations As A Whole. Considering The Complex And Contradictory Nature Of Gender Relations, Alvesson And Billing Argue For An Organizational Analysis That Is Sensitive To Conflicts, Ambiguity And Local Diversity.",en,1,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 0.85 Pounds, Width: 0.75 Inches",58.95,https://images.isbndb.com/covers/36/16/9780761953616.jpg,Success
1-55583-459-0,Are You Ready? - The Gay Man's Guide to Thriving at Midlife,"Isensee, Rik",Alyson Books,208,1999-04-01,,Paperback,A guide to celebrating midlife from the author of the national bestseller <i>Love Between Men</i>.,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.551155655 Pounds, Width: 0.5 Inches",13.95,https://images.isbndb.com/covers/45/93/9781555834593.jpg,Success
0-553-37881-3,"American Indian Healing Arts: Herbs, Rituals, and Remedies for Every Season of Life","Kavasch, E. Barrie, Baar, Karen",Bantam,336,1999-04-20,,Paperback,"<p><b>American Indian Healing Arts</b> is a magical blend of plant lore, history, and living tradition that draws on a lifetime of study with native healers by herbalist and ethnobotanist E. Barrie Kavasch.</p>
<p>Here are the time-honored tribal rituals performed to promote good health, heal illness, and bring mind and spirit into harmony with nature. Here also are dozens of safe, effective earth remedies—many of which are now being confirmed by modern research.</p>
<p>Each chapter introduces a new stage in the life cycle, from the delightful Navajo First Smile Ceremony (welcoming a new baby) to the Apache Sunrise Ceremony (celebrating puberty) to the Seminole Old People's Dance.</p>
<p>At the heart of the book are more than sixty easy-to-use herbal remedies—including soothing rubs for baby, a yucca face mask for troubled skin, relaxing teas, massage oils, natural insect repellents, and fragrant smudge sticks. There are also guidelines for assembling a basic American Indian medicine chest.</p>


                        <p>""...addresses every stage of the life cycle &amp; includes recipes, rituals, &amp; remedies that come straight from the American Indian culture...includes guidelines on how to assemble an American Indian medicine chest.""
</p>",en,First Edition,"Height: 9.08 Inches, Length: 7.3 Inches, Weight: 1.22 Pounds, Width: 0.67 Inches",16.99,https://images.isbndb.com/covers/88/18/9780553378818.jpg,Success
0-8050-4629-1,Flat-Footed Truths: Telling Black Women's Lives,"Bell-Scott, Patricia, Johnson-Bailey, Juanita",Holt Paperbacks,238,1999-02-01,,Paperback,,en,,"Height: 8.2 Inches, Length: 5.52 Inches, Weight: 0.7 Pounds, Width: 0.755 Inches",12.95,https://images.isbndb.com/covers/62/98/9780805046298.jpg,Success
0-688-16982-1,Catnip for the Soul,"O'boyle, Jane",Harper Perennial,160,1999-04-21,,Paperback,,en,,"Height: 7 Inches, Length: 5 Inches, Weight: 0.3637627323 Pounds, Width: 0.4 Inches",9.95,https://images.isbndb.com/covers/98/24/9780688169824.jpg,Success
0-9659521-4-2,Celebrating the Coyote: A Memoir,"Waters, Barbara",Divina,319,1999,"Waters, Frank , 1902-, Grief, Bereavement--Psychological aspects, Loss (Psychology), Husbands--Death--Psychological aspects, BF575.G7 W37 1999, 155.9/37",Paperback,"A Moving Saga Of A Woman's Lifting Herself Step By Step From The Canyon Of Her Grief Following The Death Of Her Gifted And Spiritually Powerful Husband, The Writer Frank Waters. In Celebrating The Coyote, Barbara Waters Carries Us Through Rich Memories Of Her Extraordinary Marriage While Beautifully Portraying The Solitary New Life That Has Arisen Somewhere Between Frank's Lingering Presence And Her Own Inner Strength. It's A Portrait Painted In The Shifting Colors Of Personal Healing. An Illuminating And Heartfelt Companion To Frank Waters' Final Book, Of Time & Change. Ocotillo Odyssey. -cows. -sipapu. -queen Of Kindling. -the Coyote And The Croissants. -soledad At The Wheel. -if I Were You. -like Bogie And Bacall. -no Agua, No Vida. Barbara Waters. Includes Bibliographical References (p. 313-319).",en,,"Height: 9.25 Inches, Length: 6 Inches, Weight: 1.1 Pounds, Width: 1 Inches",16,https://images.isbndb.com/covers/21/49/9780965952149.jpg,Success
0-451-19260-5,Nothing But the Rent,"Mitchell, Sharon",Signet,352,1999-03-01,,Paperback,Four African American Women Who Had Formed A Tight Friendship In College But Then Drifted Apart After Graduation Renew Their Bond Again One Fateful Weekend,en,,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.3858089585 Pounds, Width: 1.25 Inches",6.99,https://images.isbndb.com/covers/26/08/9780451192608.jpg,Success
0-515-12128-2,Cold Shoulder,"La Plante, Lynda",Jove,464,1997-09-01,,Mass Market Paperback,"Lorraine Page is a down-on-her-luck ex-LAPD cop, recruited against her will to hunt for a serial killer. Cold Shoulder is the story of a young woman who has everything: a devoted husband, two beautiful daughters, and a successful career as a lieutenant with the Pasadena Homicide Squad. But when her partner is shot and dies in her arms, Lorraine's life starts to unravel. The after-hours drinking that once was social becomes her refuge, and soon she's not waiting until the end of her shift. From there it all comes undone with frightening speed: Drunk, she kills an innocent boy while on duty, is fired from the force, is abandoned by her family, and ends up living on the street as a prostitute. Cold Shoulder is the dramatic, frighteningly explicit account of Lorraine Page's fall and nightmarish recovery while caught between the danger of a serial killer on the loose and the manipulations of the old-boy police force that had ostracized her not so long before. The book reverberates with realism because it is based on a true story, one that has been meticulously researched and crafted by Lynda La Plante, a consummate expert in crime writing.

                        <p>The author of the Emmy Award-winning TV series Prime Suspect now pens her first thriller. Lorraine Page, a down-on-her-luck ex-cop, finds herself in recovery the hard way, when she winds up on the trail of a serial killer.
</p>",en,,"Height: 6.74 Inches, Length: 4.1 Inches, Weight: 0.5 Pounds, Width: 1.25 Inches",6.99,https://images.isbndb.com/covers/12/85/9780515121285.jpg,Success
1-55583-497-3,Early Embraces II: More True-Life Stories of Women Describing Their First Lesbian Experience,,Alyson Pubns,354,1999,"Lesbians, Sexual Behavior, Coming Out (sexual Orientation)",Paperback,"This sequel to the national bestseller Early Embraces presents another compelling collection of true accounts by women of their first sexual encounter with another woman. Shiver with excitement or laugh with remembered embarrassment as these women, in their own words, describe the sometimes sizzling, sometimes fizzling, always exhilarating first time. Whether single or married, confident and calculating, or unprepared and awkward, each woman, in her own way and against backdrops as diverse as religious summer camp or a midnight showing of The Rocky Horror Picture Show, discovered once and for all her passion for women, and never looked back.",en,1st Edition/5th Printing,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.7495716908 Pounds, Width: 0.75 Inches",13.95,https://images.isbndb.com/covers/49/75/9781555834975.jpg,Success
1-56689-078-0,Voice-Over,"Equi, Elaine",Coffee House Press,96,1998-02-01,,Paperback,"<p><p>synthesizing Twenty Years Of Influencess, Equi Constructs A Collage Of Voices&#151;undoubtedly American, Exquisitely Her Own.</p><h3>anne-marie Ooman</h3><p>through Her Startling Urban Work, [equi] Balances Sharpness With Compassion, Showing Her Narrators Caught In The Commercial Textures Of Our Times, But Also Revealing Their Capacity For Imagination. For This Reason, Despite The Complexity Of These Poems, We Never Feel Alienated, But Always Drawn In Close To The Experience Of Her Work. -- <i>foreword Magazine</i></p>",en,,"Height: 8.9 Inches, Length: 5.9 Inches, Weight: 0.3417165061 Pounds, Width: 0.3 Inches",13.95,https://images.isbndb.com/covers/07/86/9781566890786.jpg,Success
0-262-57127-7,Continuous Replay: The Photographs Of Arnie Zane,"Zane, Arnie , 1948-1988",The Mit Press,200,1999,,Paperback,"Introduction / Bill T. Jones -- This Book's Choreography -- Amsterdam & Binghamton & San Francisco -- Continuous Replay / Jonathan Green -- Pearl Pease -- Pictures Of A World We Left Behind: Binghamton 1972 To 1977 / Phil Sykas -- Dance Asylum / Lois Welk -- Projections -- Simply The Doing Of It, Like Two Arms Going Round And Round / Susan Leigh Foster -- Torsos -- A Hand Grenade Of A Man / Robert Longo -- Repetitions & Accumulations -- The Body As Evidence: Recovering A Memory / Bill Bissell -- Snapshots -- Flasher / Christine Pichini. [edited By] Jonathan Green ; Introduction By Bill T. Jones ; With Essays By Susan Leigh Foster ... [et Al.]. Published In Conjunction With An Exhibition Held At Ucr/california Museum Of Photography, University Of California, Riverside, May 1999--t.p. Verso. Includes Bibliographical References (p. 201).",en,,,8.75,https://images.isbndb.com/covers/12/72/9780262571272.jpg,Success
1-56455-638-7,Making the Gods Work for You,"Casey, Caroline W.","Sounds True, Incorporated",,1998-10-01,,Audio Cassette,"Believe Nothing, Entertain Possibilities!<br>
<br>
Making the Gods Work for You presents internationally renowned author Caroline W. Casey's remarkable doctrine of Visionary Activist Astrology. In this reverently irreverent mystery school disguised as a book (in which each of the planetary gods is a professor), we are invited to think of our lives as a spiritual detective novel. For example, Venus teaches us that our affinities and quirks are clues to our unique mission and contribution to the world. The astrological language of the psyche is a tool for deciphering and revitalizing this sense of mission. Casey teaches you how to expand your range of intimacy with the ten parts of yourself represented by the planets, here called gods. You will learn how to use this language to reverence and feed the forces of your psyche that connect you to very real external forces. This book intends to catalyze a movement to engage the imagination of all people with a sense of humor and a desire to do collaborative good in the world.<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Expanding on the ideas first presented in her popular audiotape series, Inner and Outer Space, Casey explores the archetypes at the heart of human relationships, aspirations, and spiritual quests. In an engaging narrative enlivened by stories, fables, exercises, and meditations developed through her work as an astrological counselor, she provides a practical system of personal and collective liberation. Making the Gods Work for You provides us with innovative principles to live by and rituals inviting us to become active, dynamic participants in the dance of life. We can then become increasingly conscious players on theteam of creation, capable of sharing our gifts with the world at this crucial historical time.",en,,"Height: 7.25 Inches, Length: 4.75 Inches, Weight: 0.29982867632 Pounds, Width: 0.75 Inches",18.95,https://images.isbndb.com/covers/63/87/9781564556387.jpg,Success
